# One mutant per line: file <TAB> sed expression <TAB> suite that must notice <TAB> label.
#
# Run with tools/mutate_check.sh --all. Every expression must match EXACTLY ONE line; a
# pattern that stops matching (a rename, or a long line re-wrapped) is a hard failure, not
# a skip, because a mutant that silently stops applying reports a coverage it is no longer
# providing.
#
# The sed delimiter is | so no pattern may contain one. A literal & in the REPLACEMENT
# means "the whole match" to sed and has to be written \&.
#
# Patterns are EXTENDED regexes, so + is a quantifier: `_index + delta` matches "_index"
# followed by two-or-more spaces and never the code you meant. Escape it as \+. This one
# fails as PATTERN-NOT-FOUND rather than as a wrong match, so it is loud - but it costs a
# round trip, and every other metacharacter in ( ) [ ] . ? * has the same trap.
#
# The rule: every gate ships with a mutant proving it bites. A rule with no mutant is a
# rule nobody has proven is tested.
scripts/data/sprite_style.gd	s|return Color8\(_tint_byte\(c.r\), _tint_byte\(c.g\), _tint_byte\(c.b\), 255\)|return c.darkened(0.35)|	tests/unit/test_gates_consistency.gd	a tinted outline is computed in floats and lands off-palette
scripts/spritegen/sheet_builder.gd	s|meta.directions = Dir.ALL.duplicate\(\)|meta.directions = [Dir.D.DOWN, Dir.D.RIGHT, Dir.D.LEFT, Dir.D.UP]|	tests/unit/test_sprite_contract.gd	sheet rows silently swap left and right
scripts/spritegen/sheet_builder.gd	s|meta.anchor = Vector2i\(cell.x / 2, ground\)|meta.anchor = Vector2i(cell.x / 2, cell.y - 2)|	tests/unit/test_sprite_contract.gd	the anchor stops being measured from the pixels
scripts/spritegen/sprite_frames_factory.gd	s|frames.remove_animation\(&\"default\"\)|pass|	tests/unit/test_sprite_contract.gd	the placeholder default animation is left in place
scripts/spritegen/sheet_meta.gd	s|if texture_size != expected:|if false:|	tests/unit/test_sprite_contract.gd	a sheet whose metadata disagrees with its image is accepted
scripts/spritegen/rig.gd	s|if row.length\(\) != width:|if false:|	tests/unit/test_rig_and_style.gd	a ragged part row stops being reported
scripts/data/character_spec.gd	s|chosen_ramps\[slot\] = chosen_ramps\[source\]|pass|	tests/unit/test_rig_and_style.gd	hands and sleeves stop matching skin and cloth
scripts/data/character_spec.gd	s|part_id = str\(rng.derive\("part:" \+ slot\).pick\(options, ""\)\)|part_id = str(rng.derive("part").pick(options, ""))|	tests/unit/test_determinism.gd	every slot draws from one shared stream
scripts/spritegen/tile_set_factory.gd	s|if not bool\(e.get\(\"solid\", false\)\):|if true:|	tests/unit/test_tiles.gd	solid tiles stop blocking movement

# --- M2: the scene layer that consumes the contract ---
scripts/world/sprite_view.gd	s|_sprite.centered = false|_sprite.centered = true|	tests/integration/test_sprite_view_scene.gd	the sprite origin stops being the character's feet
scripts/world/sprite_view.gd	s|_sprite.offset = -Vector2\(meta.anchor\)|_sprite.offset = Vector2.ZERO|	tests/integration/test_sprite_view_scene.gd	the measured anchor stops positioning the sprite
scripts/world/sprite_view.gd	s|if clip_name == _clip and dir == _facing:|if false:|	tests/integration/test_sprite_view_scene.gd	an unchanged pose is re-issued every frame
scripts/ui/sprite_lab.gd	s|if not _gate.accept\(event\):|if false:|	tests/integration/test_sprite_view_scene.gd	one input event is acted on twice

# --- M3: movement, maps and game flow ---
scripts/world/locomotion.gd	s|move = move.normalized\(\)|pass|	tests/unit/test_locomotion.gd	walking diagonally is 41% faster than walking straight
scripts/world/locomotion.gd	s|if absf\(move.x\) >= absf\(move.y\):|if absf(move.x) > absf(move.y):|	tests/unit/test_locomotion.gd	a four-way tie stops going sideways
scripts/world/locomotion.gd	s|var moving := velocity.length\(\) > config.idle_speed_epsilon|var moving := velocity.length() > 0.0|	tests/unit/test_locomotion.gd	drift below the idle threshold keeps the walk animation twitching
scripts/autoload/router.gd	s|return _state == State.WORLD|return true|	tests/unit/test_router.gd	the player can move while a dialog is open
scripts/autoload/router.gd	s|set_state\(_stack.pop_back\(\)\)|set_state(State.WORLD)|	tests/unit/test_router.gd	closing an overlay forgets what it covered
scripts/autoload/router.gd	s|_stack.clear\(\)|pass|	tests/unit/test_router.gd	reset leaves the overlay stack behind
scripts/world/map_data.gd	s|if warp_tiles.has\(at\):|if false:|	tests/unit/test_map_data.gd	a declared exit is reported as a hole in the wall
scripts/world/map_data.gd	s|return Vector2i\(floori\(at.x / tile_size\), floori\(at.y / tile_size\)\)|return Vector2i(int(at.x / tile_size), int(at.y / tile_size))|	tests/unit/test_map_data.gd	a negative coordinate rounds toward zero and lands back on the map
scripts/world/map_data.gd	s|if solid_tiles.has\(ground_at\(at\)\) or solid_tiles.has\(decor_at\(at\)\):|if true:|	tests/unit/test_map_data.gd	an unwalled map edge stops being reported
scripts/world/actor_body.gd	s|_shape.position = Vector2\(0.0, -config.body_size.y / 2.0\)|_shape.position = Vector2.ZERO|	tests/integration/test_world_movement.gd	the collision box sinks through the floor line
scripts/world/map_builder.gd	s|built.sorted.y_sort_enabled = true|built.sorted.y_sort_enabled = false|	tests/integration/test_world_movement.gd	actors stop sorting against the scenery
scripts/spritegen/tile_bank.gd	s|elif ch == TRANSPARENT_CHAR and not is_decor:|elif ch == TRANSPARENT_CHAR:|	tests/unit/test_tile_bank.gd	a decor tile is reported as a hole in the ground
scripts/spritegen/tile_bank.gd	s|elif ch == TRANSPARENT_CHAR and not is_decor:|elif false:|	tests/unit/test_tile_bank.gd	a hole in the ground stops being reported

# --- M4: interaction and dialog ---
scripts/util/input_gate.gd	s|if event == _last and frame == _frame:|if event == _last:|	tests/unit/test_input_gate.gd	a repeated press of the same key is swallowed forever
scripts/util/input_gate.gd	s|if event == _last and frame == _frame:|if false:|	tests/unit/test_input_gate.gd	one event is acted on twice in a frame
scripts/ui/dialog_runner.gd	s|if index < 0 or index >= choices.size\(\):|if false:|	tests/unit/test_dialog_runner.gd	an out-of-range choice is clamped instead of refused
scripts/ui/dialog_runner.gd	s|if not flag.is_empty\(\):|if false:|	tests/unit/test_dialog_runner.gd	a choice stops earning its flag
scripts/ui/dialog_runner.gd	s|if not _visible_choices\(node\).is_empty\(\):|if false:|	tests/unit/test_dialog_runner.gd	a line with choices advances and picks for the player
scripts/ui/dialog_runner.gd	s|if not requires.is_empty\(\) and not _flag_known\(requires\):|if false:|	tests/unit/test_dialog_runner.gd	a choice the player cannot take is offered anyway
scripts/world/interactor.gd	s|if to_target.dot\(forward\) <= 0.0:|if false:|	tests/unit/test_interactor.gd	you can talk to someone standing behind you
scripts/world/interactor.gd	s|if d > config.interact_reach \+ config.body_size.x:|if false:|	tests/unit/test_interactor.gd	interaction reaches across the whole map

# --- M5: saves, migrations and audio ---
scripts/autoload/save_manager.gd	s|backup.store_string\(text\)|pass|	tests/unit/test_saves.gd	an unreadable save is preserved as an empty file
scripts/data/migrations.gd	s|while version < SaveData.VERSION:|while false:|	tests/unit/test_saves.gd	old saves are handed on without being migrated
scripts/data/migrations.gd	s|var version := int\(d.get\(\"version\", 1\)\)|var version := int(d.get(\"version\", SaveData.VERSION))|	tests/unit/test_saves.gd	a save predating versioning is treated as current
scripts/data/migrations.gd	s|var d := raw.duplicate\(true\)|var d := raw|	tests/unit/test_saves.gd	migrating edits the file it was handed
scripts/data/save_data.gd	s|if version != VERSION:|if false:|	tests/unit/test_saves.gd	a save from a future version is read anyway
scripts/util/json_file.gd	s|out.append\(float\(v\)\)|out.append(float(int(v)))|	tests/unit/test_saves.gd	a fractional saved position is truncated

# --- M6: warps between maps ---
scripts/world/map_data.gd	s|if raw.size\(\) == 2 and Vector2i\(raw\[0\], raw\[1\]\) == at:|if false:|	tests/unit/test_map_data.gd	a warp tile stops being found

# --- M7: one source of truth for what gets scanned ---
scripts/util/lint_core.gd	s|"res://tools",|"res://nowhere",|	tests/unit/test_lint_core.gd	a source directory stops being linted, parsed and compiled
scripts/util/lint_core.gd	s|if not LINT_EXCLUDED_ROOTS.has\(root\):|if true:|	tests/unit/test_lint_core.gd	the suite gets linted, so every rule fixture becomes a violation
scripts/util/content_scan.gd	s|out.append_array\(_walk\(full, extensions\)\)|pass|	tests/unit/test_content_scan.gd	content in a subdirectory is never discovered
scripts/util/content_scan.gd	s|out.sort\(\)|pass|	tests/unit/test_content_scan.gd	discovery order stops being sorted, so generated art differs by machine

# --- M7: which game is this, as data ---
scripts/data/game_select.gd	s|if ids.size\(\) == 1:|if ids.size\(\) >= 1:|	tests/unit/test_game_select.gd	two games and no choice boots whichever was listed first
scripts/data/game_select.gd	s|if arg.begins_with\(ARG\):|if false:|	tests/unit/test_game_select.gd	--game= is ignored, so the QA harness tests the wrong game
scripts/data/game_select.gd	s|if not setting.is_empty\(\):|if false:|	tests/unit/test_game_select.gd	the committed project setting stops choosing the game
scripts/data/game_manifest.gd	s|if map.spawn\(start_spawn\) == Vector2i\(-1, -1\):|if false:|	tests/unit/test_game_manifest.gd	a game starting on a spawn that does not exist is accepted
scripts/data/game_manifest.gd	s|if not FileAccess.file_exists\(sheet\):|if false:|	tests/unit/test_game_manifest.gd	a player character with no generated art is accepted

# --- M7: the gameplay seam ---
scripts/world/interaction.gd	s|if hooks != null and hooks.on_interact\(ctx, target\):|if false:|	tests/unit/test_interaction.gd	game code never sees an interaction at all
scripts/world/interaction.gd	s|if hooks != null and hooks.on_interact\(ctx, target\):|if hooks != null:|	tests/unit/test_interaction.gd	a hook that refuses still swallows the interaction
scripts/world/interaction.gd	s|if once and ctx.was_seen\(key\):|if false:|	tests/unit/test_interaction.gd	a chest can be looted forever
scripts/world/interaction.gd	s|return "%s/%s" % \[map_id, object_id\]|return object_id|	tests/unit/test_interaction.gd	two maps share one chest, so the second is found already open
scripts/world/game_context.gd	s|ctx._flags = flags.duplicate\(\)|ctx._flags = flags|	tests/unit/test_interaction.gd	a hook holds live state instead of a snapshot
scripts/util/lint_core.gd	s|if check_autoload:|if false:|	tests/unit/test_lint_core.gd	game code names an autoload and drops out of the parse and compile gates
scripts/data/game_manifest.gd	s|out.append\("hooks script %s is not a GameHooks" % hooks.resource_path\)|pass|	tests/unit/test_game_manifest.gd	a hooks script that is not a GameHooks is accepted and never called

# --- M7: objects and locked doors ---
scripts/world/map_data.gd	s|if not String\(requires\).is_empty\(\) and not bool\(flags.get\(requires, false\)\):|if false:|	tests/unit/test_map_data.gd	a locked door opens without its key
scripts/world/map_data.gd	s|if taken.has\(object_id\):|if false:|	tests/unit/test_map_data.gd	two objects share an id, so the second is found already opened
scripts/world/map_data.gd	s|if says.is_empty\(\) and sets.is_empty\(\) and gives.is_empty\(\) and takes.is_empty\(\) and kind.is_empty\(\):|if false:|	tests/unit/test_map_data.gd	an object nobody can interact with ships as a dead button
scripts/world/map_data.gd	s|map.objects = file.get_array\("objects"\)|map.objects = []|	tests/unit/test_map_data.gd	a map stops carrying its objects at all

# --- M8: starting, tearing down and re-starting a game ---
scripts/world/world_scene.gd	s|box.closed.connect\(_on_dialog_closed\)|pass|	tests/integration/test_game_switch.gd	a rebuilt dialog box is never heard, so the player freezes after one conversation
scripts/world/world_scene.gd	s|GameState.reset\(\)|pass|	tests/integration/test_game_switch.gd	one game quest flags carry into the next and unlock its gates
scripts/world/world_scene.gd	s|_built.root.free\(\)|pass|	tests/integration/test_game_switch.gd	the previous game map and player survive the switch

# --- M9: grid-step movement ---
scripts/world/grid_walker.gd	s|if residual.dot\(_heading\) <= 0.0:|if false:|	tests/unit/test_grid_walker.gd	a step never notices it arrived and walks straight past the centre
scripts/world/grid_walker.gd	s|return _target$|return at|	tests/unit/test_grid_walker.gd	a step lands near the cell centre rather than exactly on it
scripts/world/grid_walker.gd	s|if residual.length\(\) > _planned - PROGRESS_EPSILON:|if false:|	tests/unit/test_grid_walker.gd	a step stopped by something never ends and the actor accepts no more input
scripts/world/grid_walker.gd	s|return abandon\(at\)|return at|	tests/unit/test_grid_walker.gd	a step stopped by a wall leaves the actor standing between cells
scripts/world/grid_walker.gd	s|out.y = _target.y|pass|	tests/unit/test_grid_walker.gd	a diagonal that slid along a wall is dragged back to the cell it started in
scripts/world/grid_walker.gd	s|tries.append\(Vector2i\(0, want.y\)\)|pass|	tests/unit/test_grid_walker.gd	a diagonal with one axis walled stops dead instead of taking the free one
scripts/world/grid_walker.gd	s|tries.append\(Vector2i\(want.x, 0\)\)|pass|	tests/unit/test_grid_walker.gd	a blocked diagonal breaks its tie vertically, against the rule Dir sets
scripts/world/grid_walker.gd	s|if not bool\(is_free.call\(to - at\)\):|if false:|	tests/unit/test_grid_walker.gd	a step is committed into a wall instead of being refused
scripts/world/grid_walker.gd	s|Dir.facing_from_vector\(residual, facing_now\)|free.facing|	tests/unit/test_grid_walker.gd	a key pressed mid-step turns the character while it walks the other way
scripts/data/game_config.gd	s|if grid_step_pixels < 0:|if false:|	tests/unit/test_grid_walker.gd	a negative grid step passes the config validator
scripts/world/actor_body.gd	s|GridWalker.new\(config\) if config.grid_step_pixels > 0 else null|null|	tests/integration/test_grid_movement.gd	grid movement never engages and the config field does nothing
scripts/world/actor_body.gd	s|global_position = _walker.settle\(global_position\)|pass|	tests/integration/test_grid_movement.gd	a step never lands, so the actor drifts past every cell centre
scripts/world/actor_body.gd	s|global_position = _walker.abandon\(global_position\)|pass|	tests/integration/test_grid_movement.gd	a dialog opening mid-step leaves the player standing between tiles
scripts/world/actor_body.gd	s|_walker.cancel\(\)|pass|	tests/integration/test_grid_movement.gd	a warp mid-step resolves it against the map the player just left
scripts/data/game_manifest.gd	s|style != null and config.grid_step_pixels != style.tile_size|false|	tests/unit/test_game_manifest.gd	a grid step that is not the map tile size is accepted

# --- M10: saves are per game ---
scripts/autoload/save_manager.gd	s|if data.game != game:|if false:|	tests/unit/test_saves.gd	a save from another game loads into this one's slot
scripts/autoload/save_manager.gd	s|return _read\(game, slot\).data|return load_slot(game, slot)|	tests/unit/test_saves.gd	listing the slots parks files and announces loads nobody asked for
scripts/autoload/save_manager.gd	s|if arg.begins_with\(GameSelect.QA_ARG\):|if false:|	tests/unit/test_saves.gd	a scripted play session reads and writes a real player's saves
scripts/autoload/save_manager.gd	s|if not problems.is_empty\(\):|if false:|	tests/unit/test_saves.gd	a save with no game is written to a directory named after nothing
scripts/autoload/save_manager.gd	s|if held.exists and held.data == null:|if false:|	tests/unit/test_saves.gd	saving into a damaged slot destroys the bytes instead of parking them
scripts/data/migrations.gd	s|d\["game"\] = String\(game\)|d["game"] = ""|	tests/unit/test_saves.gd	a migrated save forgets which game it belongs to
scripts/data/save_data.gd	s|if String\(game\).is_empty\(\):|if false:|	tests/unit/test_saves.gd	a save that names no game passes validation
scripts/autoload/game_state.gd	s|out.game = game|pass|	tests/unit/test_saves.gd	a save forgets which game it came from
scripts/world/world_scene.gd	s|GameState.game = _game.id|pass|	tests/integration/test_game_switch.gd	nothing says which game is running, so no save can name one
scripts/autoload/router.gd	s|return str\(State.find_key\(_state\)\).to_lower\(\)|return "world"|	tests/unit/test_router.gd	every flow state reports itself as the world
scripts/data/game_config.gd	s|if save_slots < 1:|if false:|	tests/unit/test_game_config.gd	a game with no save slots passes the config validator

# --- M10: the pause menu ---
scripts/ui/pause_menu.gd	s|_index = posmod\(_index \+ delta, size\(\)\)|_index += delta|	tests/unit/test_pause_menu.gd	the pause cursor stops dead at the ends instead of wrapping
scripts/ui/pause_menu.gd	s|if _page == Page.LOAD and slot\(_index\) == null:|if false:|	tests/unit/test_pause_menu.gd	an empty slot offers to load, so confirming it loads nothing
scripts/ui/pause_menu.gd	s|if _page != Page.TOP:|if true:|	tests/unit/test_pause_menu.gd	backing out of the top page no longer resumes
scripts/world/world_scene.gd	s|Router.open_overlay\(Router.State.PAUSED\)|pass|	tests/integration/test_pause_and_saves.gd	pausing never takes control away from the player
scripts/world/world_scene.gd	s|if not at.is_finite\(\):|if true:|	tests/integration/test_pause_and_saves.gd	a load drops the player on the spawn instead of where they saved
scripts/world/world_scene.gd	s|^\t_close_pause\(\)$|\tpass|	tests/integration/test_pause_and_saves.gd	the pause menu survives the load it asked for
scripts/world/world_scene.gd	s|_pause.free\(\)|pass|	tests/integration/test_pause_and_saves.gd	the pause menu outlives the game it was opened over
scripts/ui/pause_screen.gd	s|_committed = false|pass|	tests/integration/test_pause_and_saves.gd	a refused load leaves the menu on screen and deaf to every key

# --- M12: items and inventory ---
scripts/data/inventory.gd	s|if n <= 0 or count\(id\) < n:|if n <= 0:|	tests/unit/test_items.gd	a take bigger than the bag takes what it can and the count goes negative
scripts/data/inventory.gd	s|_counts.erase\(id\)|_counts[id] = 0|	tests/unit/test_items.gd	an item taken down to nothing is still listed as carried
scripts/data/inventory.gd	s|if n <= 0 or String\(id\).is_empty\(\):|if false:|	tests/unit/test_items.gd	giving zero of something, or an item with no id, is recorded
scripts/data/inventory.gd	s|return int\(d.get\(id, 0\)\) >= n|return int(d.get(id, 0)) > 0|	tests/unit/test_items.gd	a lock wanting three coins opens for one
scripts/data/item_def.gd	s|if String\(id\).is_empty\(\):|if false:|	tests/unit/test_items.gd	an item with no id passes validation and can never be looked up
scripts/data/item_def.gd	s|if name.is_empty\(\):|if false:|	tests/unit/test_items.gd	an item with no name draws as a blank row in the bag
scripts/autoload/game_state.gd	s|^\tinventory = Inventory.new\(\)$|\tpass|	tests/unit/test_items.gd	a new game starts holding the last one's items
scripts/autoload/game_state.gd	s|out.items = inventory.to_dict\(\)|pass|	tests/unit/test_saves.gd	a save forgets everything the player was carrying
scripts/data/save_data.gd	s|if int\(items\[key\]\) <= 0:|if false:|	tests/unit/test_saves.gd	a save carrying zero of an item is accepted rather than parked
scripts/data/migrations.gd	s|d\["items"\] = \{\}|pass|	tests/unit/test_saves.gd	a migrated save arrives with no inventory field at all
scripts/data/migrations.gd	s|d = _v3_to_v4\(d\)|break|	tests/unit/test_saves.gd	a v3 save is handed on unmigrated
scripts/world/game_context.gd	s|ctx._items = items.duplicate\(\)|ctx._items = items|	tests/unit/test_interaction.gd	a hook reads the live inventory instead of a snapshot of it
scripts/world/interaction.gd	s|if not needs.is_empty\(\) and not ctx.has_item\(StringName\(needs\), int\(record.get\("requires_count", 1\)\)\):|if false:|	tests/unit/test_interaction.gd	a lantern lights with no oil in it
scripts/world/interaction.gd	s|if not takes.is_empty\(\) and not ctx.has_item\(StringName\(takes\), take_count\):|if false:|	tests/unit/test_interaction.gd	an object consumes what the player has not got and is marked opened anyway
scripts/world/interaction.gd	s|ctx.say\(StringName\(locked\)\)|pass|	tests/unit/test_interaction.gd	a refused lock says nothing, so it reads as a dead button
scripts/world/interaction.gd	s|ctx.give_item\(StringName\(gives\), int\(record.get\("give_count", 1\)\)\)|pass|	tests/unit/test_interaction.gd	a chest with something in it hands over nothing
scripts/world/interaction.gd	s|ctx.take_item\(StringName\(takes\), take_count\)|pass|	tests/unit/test_interaction.gd	a consumable is never consumed
scripts/world/map_data.gd	s|if not String\(item\).is_empty\(\) and not Inventory.has_in\(items, item, int\(warp.get\("requires_count", 1\)\)\):|if false:|	tests/unit/test_map_data.gd	a door locked behind an item opens empty-handed
scripts/world/map_data.gd	s|"requires_item": StringName\(str\(warp.get\("requires_item", ""\)\)\),|"requires_item": \&"",|	tests/unit/test_map_data.gd	warp_at drops the item requirement, so nothing in play ever checks it
scripts/world/map_data.gd	s|if not str\(warp.get\("requires_item", ""\)\).is_empty\(\) and str\(warp.get\("locked_dialog", ""\)\).is_empty\(\):|if false:|	tests/unit/test_map_data.gd	a door locked behind an item with nothing to say ships
scripts/world/map_data.gd	s|if \(not needs.is_empty\(\) or not takes.is_empty\(\)\) and str\(object.get\("locked_dialog", ""\)\).is_empty\(\):|if false:|	tests/unit/test_map_data.gd	an object that can refuse and says nothing when it does ships
scripts/world/map_data.gd	s|_add_ref\(out, \(entry as Dictionary\).get\("requires_item", ""\)\)|pass|	tests/unit/test_map_data.gd	a door's key goes unlisted, so a misspelt item on a warp ships
scripts/ui/dialog_runner.gd	s|if not needs.is_empty\(\) and not Inventory.has_in\(_known_items, StringName\(needs\), int\(choice.get\("requires_count", 1\)\)\):|if false:|	tests/unit/test_dialog_runner.gd	a choice needing an item is offered to a player without it
scripts/ui/dialog_runner.gd	s|if not takes.is_empty\(\) and not Inventory.has_in\(_known_items, StringName\(takes\), int\(choice.get\("take_count", 1\)\)\):|if false:|	tests/unit/test_dialog_runner.gd	a choice that pays is offered to a player who cannot pay
scripts/ui/dialog_runner.gd	s| or flags_to_set\(\).has\(StringName\(name\)\)||	tests/unit/test_dialog_runner.gd	a gift hidden behind the flag it sets is handed over again on the next pass
scripts/ui/dialog_runner.gd	s|_effects.append\(\{"op": GameContext.OP_GIVE_ITEM, "id": StringName\(gives\),|_effects.append({"op": GameContext.OP_FLAG, "id": StringName(gives),|	tests/unit/test_dialog_runner.gd	a gift from a conversation is collected as something else entirely
scripts/ui/dialog_box.gd	s|var earned := _runner.effects\(\)|var earned := []|	tests/integration/test_world_items.gd	a conversation's promises and gifts are dropped as it closes
scripts/world/world_scene.gd	s|if Registry.get_resource\(&"ItemDef", item_id\) == null:|if false:|	tests/integration/test_world_items.gd	an item no data file describes is carried invisibly
scripts/world/world_scene.gd	s|elif GameState.give_item\(item_id, int\(effect.get\("count", 1\)\)\):|elif false:|	tests/integration/test_world_items.gd	a gift reaches the sink and nothing is given
scripts/world/world_scene.gd	s|if GameState.take_item\(StringName\(str\(effect.get\("id", ""\)\)\), int\(effect.get\("count", 1\)\)\):|if false:|	tests/integration/test_world_items.gd	a take never reaches the inventory
scripts/world/world_scene.gd	s|^\t_apply_effects\(effects\)$|\tpass|	tests/integration/test_world_items.gd	a closed conversation's effects never reach the one sink

# --- M12: the bag, on screen ---
scripts/ui/pause_menu.gd	s|return maxi\(_items.size\(\), 1\)|return _items.size()|	tests/unit/test_pause_menu.gd	an empty bag has no row, so the page cannot be stood on or escaped from
scripts/ui/pause_menu.gd	s|^\t\t\treturn Row.ITEMS$|\t\t\treturn Row.SAVE|	tests/unit/test_pause_menu.gd	backing out of the bag lands the cursor on Save instead of Items
scripts/ui/pause_menu.gd	s|\t\tif _index == Row.ITEMS:|\t\tif false:|	tests/unit/test_pause_menu.gd	a game with no save slots cannot look in its own bag
scripts/ui/pause_menu.gd	s|return "%s%s x%d" % \[worn, row.name, row.count\]|return worn + row.name|	tests/unit/test_pause_menu.gd	the bag stops saying how many of a thing is in it
scripts/ui/pause_menu.gd	s|return "\(nothing carried\)"|return ""|	tests/unit/test_pause_menu.gd	an empty bag draws a blank row, which reads as a menu that failed
scripts/world/world_scene.gd	s|for item_id in GameState.inventory.ids\(\):|for item_id in []:|	tests/integration/test_pause_and_saves.gd	the pause menu never lists anything the player is carrying

# --- M13: the fight, as rules ---
scripts/ui/battle_logic.gd	s|return maxi\(1, attack - defense\)|return maxi(0, attack - defense)|	tests/unit/test_battle_logic.gd	armour that matches an attacker makes a fight nobody can end
scripts/ui/battle_logic.gd	s|var dealt := base \* 2 if timed else base|var dealt := base|	tests/unit/test_battle_logic.gd	a perfectly timed hit lands like any other
scripts/ui/battle_logic.gd	s|var taken := maxi\(base / 2, 1\) if blocked else base|var taken := base|	tests/unit/test_battle_logic.gd	blocking an enemy hit does nothing at all
scripts/ui/battle_logic.gd	s|if _pressed_at >= 0:|if false:|	tests/unit/test_battle_logic.gd	mashing the button re-arms the window, so timing means pressing a lot
scripts/ui/battle_logic.gd	s|return _count <= _combat.timed_window_frames|return true|	tests/unit/test_battle_logic.gd	the timing window is open for the whole cue
scripts/ui/battle_logic.gd	s|return _pressed_at >= 0 and _pressed_at <= _combat.timed_window_frames|return _pressed_at >= 0|	tests/unit/test_battle_logic.gd	any press at all counts as a timed one
scripts/ui/battle_logic.gd	s|moves\[_moves_rng.next_int\(0, moves.size\(\) - 1\)\]|moves[0]|	tests/unit/test_battle_logic.gd	an enemy only ever uses its first move, so half its content never ships
scripts/ui/battle_logic.gd	s|^\t\t\twho.hp = who.max_hp\(\)$|\t\t\tpass|	tests/unit/test_battle_logic.gd	levelling up stops healing, so the boss is unreachable
scripts/ui/battle_logic.gd	s|^\tvar barring := _boss\(\)$|\tvar barring := -1|	tests/unit/test_battle_logic.gd	a boss can be walked away from
scripts/ui/battle_logic.gd	s|_effects.append\(\{"op": GameContext.OP_SEEN, "key": _seen_key\}\)|pass|	tests/unit/test_battle_logic.gd	a beaten enemy is never marked beaten and comes back
scripts/ui/battle_logic.gd	s|var healed := mini\(on.hp \+ row.heal, on.max_hp\(\)\) - on.hp|var healed := row.heal|	tests/unit/test_battle_logic.gd	a tonic heals past the player's own maximum
scripts/ui/battle_logic.gd	s|_effects.append\(\{"op": GameContext.OP_TAKE_ITEM, "id": row.id, "count": 1\}\)|pass|	tests/unit/test_battle_logic.gd	a tonic is drunk and never consumed
scripts/ui/battle_logic.gd	s|if on.hp <= 0:|if false:|	tests/unit/test_battle_logic.gd	the player cannot lose a fight
scripts/data/combat_def.gd	s|return base_hp \+ hp_per_level \* \(maxi\(level, 1\) - 1\)|return base_hp|	tests/unit/test_combat_def.gd	levelling up adds no health
scripts/data/combat_def.gd	s|spent \+= step|pass|	tests/unit/test_combat_def.gd	every level costs the same as the first, so the curve is not a curve
scripts/data/combat_def.gd	s|if xp_curve.is_empty\(\):|if false:|	tests/unit/test_combat_def.gd	a game where nothing can ever level up ships unreported
scripts/data/enemy_def.gd	s|if moves.is_empty\(\):|if false:|	tests/unit/test_enemy_def.gd	an enemy with nothing to do on its turn ships
scripts/data/item_def.gd	s|if battle_heal < 0:|if false:|	tests/unit/test_items.gd	a potion that wounds the person who drinks it ships
scripts/data/migrations.gd	s|d\["party"\] = \{\}|pass|	tests/unit/test_saves.gd	a migrated save arrives with no party field at all
